# swirl-format: 1
# swirl-version: 0.1.0.dev0
# quantity: reflectance
# [white_mica_noisy] meta: {"synthetic": true, "end_member": "white_mica", "label": "White mica (muscovite-like, AlOH ~2200 nm)", "seed": [20260925, 3]}
# [white_mica_noisy] history: [{"name": "synthesize", "params": {"end_member": {"key": "white_mica", "label": "White mica (muscovite-like, AlOH ~2200 nm)", "continuum": [[350.0, 0.45], [600.0, 0.62], [1000.0, 0.72], [1400.0, 0.78], [2000.0, 0.76], [2500.0, 0.68]], "features": [{"center": 1408.0, "fwhm": 20.0, "depth": 0.12, "assignment": "OH"}, {"center": 1912.0, "fwhm": 40.0, "depth": 0.05, "assignment": "H2O"}, {"center": 2120.0, "fwhm": 25.0, "depth": 0.04, "assignment": "AlOH shoulder"}, {"center": 2200.0, "fwhm": 38.0, "depth": 0.35, "assignment": "AlOH"}, {"center": 2350.0, "fwhm": 25.0, "depth": 0.15, "assignment": "AlOH secondary"}, {"center": 2440.0, "fwhm": 25.0, "depth": 0.1, "assignment": "AlOH secondary"}]}}, "swirl_version": "0.1.0.dev0"}, {"name": "add_noise", "params": {"base": 0.0015, "low_boost": 4.0, "low_scale": 30.0, "high_boost": 3.0, "high_scale": 60.0}, "swirl_version": "0.1.0.dev0"}, {"name": "apply_splice_offsets", "params": {"vnir": -0.004604573585665501, "swir2": -0.003863471887254999}, "swirl_version": "0.1.0.dev0"}]
wavelength_nm,white_mica_noisy
759.0000,0.664597
760.0000,0.667618
761.0000,0.667120
762.0000,0.670193
763.0000,0.667366
764.0000,0.669446
765.0000,0.665166
766.0000,0.667663
767.0000,0.667981
768.0000,0.668660
769.0000,0.671482
770.0000,0.668638
771.0000,0.670869
772.0000,0.671266
773.0000,0.669981
774.0000,0.667669
775.0000,0.671518
776.0000,0.670092
777.0000,0.671439
778.0000,0.671236
779.0000,0.669640
780.0000,0.672065
781.0000,0.672780
782.0000,0.673474
783.0000,0.671590
784.0000,0.672566
785.0000,0.672475
786.0000,0.673128
787.0000,0.675460
788.0000,0.672826
789.0000,0.671378
790.0000,0.675095
791.0000,0.673430
792.0000,0.671609
793.0000,0.674395
794.0000,0.675869
795.0000,0.674123
796.0000,0.675337
797.0000,0.673992
798.0000,0.675615
799.0000,0.673603
800.0000,0.677585
801.0000,0.677145
802.0000,0.675505
803.0000,0.676095
804.0000,0.675576
805.0000,0.675004
806.0000,0.681880
807.0000,0.676967
808.0000,0.679237
809.0000,0.679542
810.0000,0.679881
811.0000,0.679106
812.0000,0.681028
813.0000,0.676892
814.0000,0.679554
815.0000,0.680507
816.0000,0.681215
817.0000,0.679442
818.0000,0.680834
819.0000,0.678716
820.0000,0.680577
821.0000,0.681574
822.0000,0.681028
823.0000,0.681962
824.0000,0.679116
825.0000,0.680509
826.0000,0.681935
827.0000,0.683095
828.0000,0.682189
829.0000,0.679538
830.0000,0.683208
831.0000,0.683722
832.0000,0.684012
833.0000,0.684668
834.0000,0.683365
835.0000,0.683104
836.0000,0.686307
837.0000,0.686655
838.0000,0.687135
839.0000,0.685514
840.0000,0.682935
841.0000,0.685713
842.0000,0.686891
843.0000,0.689035
844.0000,0.687136
845.0000,0.687337
846.0000,0.689346
847.0000,0.688267
848.0000,0.687145
849.0000,0.684532
850.0000,0.689214
851.0000,0.686257
852.0000,0.687244
853.0000,0.688290
854.0000,0.688049
855.0000,0.689200
856.0000,0.687926
857.0000,0.686855
858.0000,0.690112
859.0000,0.689509
860.0000,0.688513
861.0000,0.689275
862.0000,0.689811
863.0000,0.688383
864.0000,0.691704
865.0000,0.690867
866.0000,0.691317
867.0000,0.691831
868.0000,0.690807
869.0000,0.691110
870.0000,0.689324
871.0000,0.691261
872.0000,0.691089
873.0000,0.690735
874.0000,0.695180
875.0000,0.691624
876.0000,0.695005
877.0000,0.694053
878.0000,0.692725
879.0000,0.692798
880.0000,0.694533
881.0000,0.692134
882.0000,0.694436
883.0000,0.695303
884.0000,0.695764
885.0000,0.694529
886.0000,0.694585
887.0000,0.694678
888.0000,0.697402
889.0000,0.695526
890.0000,0.694108
891.0000,0.697790
892.0000,0.694183
893.0000,0.696405
894.0000,0.696198
895.0000,0.696385
896.0000,0.696414
897.0000,0.698921
898.0000,0.697373
899.0000,0.702899
900.0000,0.698856
901.0000,0.698326
902.0000,0.697161
903.0000,0.696706
904.0000,0.698047
905.0000,0.696989
906.0000,0.696364
907.0000,0.700752
908.0000,0.700122
909.0000,0.697575
910.0000,0.698944
911.0000,0.701773
912.0000,0.700893
913.0000,0.699542
914.0000,0.702487
915.0000,0.698873
916.0000,0.700373
917.0000,0.700457
918.0000,0.703708
919.0000,0.699760
920.0000,0.700099
921.0000,0.700732
922.0000,0.703216
923.0000,0.701463
924.0000,0.701931
925.0000,0.701021
926.0000,0.702991
927.0000,0.699867
928.0000,0.703483
929.0000,0.705579
930.0000,0.704242
931.0000,0.703982
932.0000,0.704108
933.0000,0.703573
934.0000,0.704564
935.0000,0.704156
936.0000,0.707210
937.0000,0.705606
938.0000,0.704334
939.0000,0.706520
940.0000,0.706196
941.0000,0.703946
942.0000,0.706410
943.0000,0.706549
944.0000,0.704977
945.0000,0.703849
946.0000,0.706842
947.0000,0.706864
948.0000,0.707579
949.0000,0.707765
950.0000,0.705854
951.0000,0.706479
952.0000,0.708404
953.0000,0.707883
954.0000,0.708024
955.0000,0.707402
956.0000,0.708257
957.0000,0.707113
958.0000,0.709967
959.0000,0.709707
960.0000,0.708346
961.0000,0.707411
962.0000,0.708896
963.0000,0.709411
964.0000,0.709030
965.0000,0.712032
966.0000,0.711979
967.0000,0.709827
968.0000,0.714557
969.0000,0.708963
970.0000,0.713717
971.0000,0.710502
972.0000,0.711674
973.0000,0.710051
974.0000,0.710073
975.0000,0.713744
976.0000,0.712085
977.0000,0.711354
978.0000,0.714668
979.0000,0.711574
980.0000,0.712342
981.0000,0.712143
982.0000,0.713597
983.0000,0.713386
984.0000,0.715974
985.0000,0.713199
986.0000,0.714115
987.0000,0.714454
988.0000,0.714597
989.0000,0.714375
990.0000,0.715011
991.0000,0.715486
992.0000,0.712919
993.0000,0.716103
994.0000,0.718244
995.0000,0.716553
996.0000,0.716415
997.0000,0.715755
998.0000,0.716483
999.0000,0.715446
1000.0000,0.714943
1001.0000,0.719268
1002.0000,0.723336
1003.0000,0.723436
1004.0000,0.724192
1005.0000,0.721039
1006.0000,0.720526
1007.0000,0.724282
1008.0000,0.722155
1009.0000,0.723735
1010.0000,0.723970
1011.0000,0.719635
1012.0000,0.723722
1013.0000,0.722000
1014.0000,0.721487
1015.0000,0.720680
1016.0000,0.723529
1017.0000,0.721931
1018.0000,0.725307
1019.0000,0.723898
1020.0000,0.721655
1021.0000,0.720589
1022.0000,0.722729
1023.0000,0.726645
1024.0000,0.723191
1025.0000,0.725934
1026.0000,0.725268
1027.0000,0.725765
1028.0000,0.726354
1029.0000,0.726247
1030.0000,0.725884
1031.0000,0.726220
1032.0000,0.727316
1033.0000,0.726050
1034.0000,0.725958
1035.0000,0.728008
1036.0000,0.726831
1037.0000,0.725417
1038.0000,0.726358
1039.0000,0.727105
1040.0000,0.728012
1041.0000,0.726198
1042.0000,0.726265
1043.0000,0.728787
1044.0000,0.730514
1045.0000,0.731738
1046.0000,0.730615
1047.0000,0.730732
1048.0000,0.731319
1049.0000,0.729382
1050.0000,0.731137
1051.0000,0.730057
1052.0000,0.730950
1053.0000,0.732062
1054.0000,0.730756
1055.0000,0.731738
1056.0000,0.730474
1057.0000,0.732251
1058.0000,0.733631
1059.0000,0.733398
1060.0000,0.730748
1061.0000,0.731499
1062.0000,0.729733
1063.0000,0.732655
1064.0000,0.730404
1065.0000,0.731687
1066.0000,0.735215
1067.0000,0.733942
1068.0000,0.733796
1069.0000,0.733709
1070.0000,0.735691
1071.0000,0.731278
1072.0000,0.734236
1073.0000,0.734777
1074.0000,0.733573
1075.0000,0.731428
1076.0000,0.738738
1077.0000,0.734548
1078.0000,0.734082
1079.0000,0.733144
1080.0000,0.736835
1081.0000,0.737255
1082.0000,0.738551
1083.0000,0.736327
1084.0000,0.735077
1085.0000,0.734880
1086.0000,0.735053
1087.0000,0.735789
1088.0000,0.737075
1089.0000,0.738248
1090.0000,0.737324
1091.0000,0.737430
1092.0000,0.738157
1093.0000,0.739441
1094.0000,0.741239
1095.0000,0.737813
1096.0000,0.738318
1097.0000,0.738614
1098.0000,0.737566
1099.0000,0.738447
1100.0000,0.739984
1101.0000,0.740829
1102.0000,0.741633
1103.0000,0.739038
1104.0000,0.740546
1105.0000,0.739264
1106.0000,0.742260
1107.0000,0.739263
1108.0000,0.743298
1109.0000,0.742264
1110.0000,0.741288
1111.0000,0.741678
1112.0000,0.743089
1113.0000,0.742941
1114.0000,0.742294
1115.0000,0.743030
1116.0000,0.743396
1117.0000,0.743248
1118.0000,0.743938
1119.0000,0.746162
1120.0000,0.743408
1121.0000,0.745565
1122.0000,0.744256
1123.0000,0.741824
1124.0000,0.743884
1125.0000,0.744575
1126.0000,0.746525
1127.0000,0.748874
1128.0000,0.747647
1129.0000,0.747705
1130.0000,0.746849
1131.0000,0.745142
1132.0000,0.746685
1133.0000,0.744441
1134.0000,0.746070
1135.0000,0.745574
1136.0000,0.749132
1137.0000,0.747692
1138.0000,0.745932
1139.0000,0.748334
1140.0000,0.747207
1141.0000,0.747154
1142.0000,0.747928
1143.0000,0.748997
1144.0000,0.747066
1145.0000,0.750593
1146.0000,0.747570
1147.0000,0.749708
1148.0000,0.748861
1149.0000,0.749173
1150.0000,0.749478
1151.0000,0.748240
1152.0000,0.750016
1153.0000,0.749925
1154.0000,0.750686
1155.0000,0.749466
1156.0000,0.751614
1157.0000,0.752921
1158.0000,0.748377
1159.0000,0.751154
1160.0000,0.748939
1161.0000,0.748749
1162.0000,0.752252
1163.0000,0.752825
1164.0000,0.754796
1165.0000,0.754263
1166.0000,0.754039
1167.0000,0.757266
1168.0000,0.752463
1169.0000,0.755911
1170.0000,0.753045
1171.0000,0.756014
1172.0000,0.754591
1173.0000,0.754590
1174.0000,0.756409
1175.0000,0.754191
1176.0000,0.757208
1177.0000,0.756073
1178.0000,0.757287
1179.0000,0.756788
1180.0000,0.757152
1181.0000,0.756221
1182.0000,0.756057
1183.0000,0.757106
1184.0000,0.755197
1185.0000,0.756176
1186.0000,0.755188
1187.0000,0.758014
1188.0000,0.758624
1189.0000,0.757513
1190.0000,0.757837
1191.0000,0.759078
1192.0000,0.760393
1193.0000,0.758669
1194.0000,0.760456
1195.0000,0.757996
1196.0000,0.764085
1197.0000,0.759120
1198.0000,0.759570
1199.0000,0.764411
1200.0000,0.759608
1201.0000,0.762135
1202.0000,0.760487
1203.0000,0.761499
1204.0000,0.759829
1205.0000,0.760990
1206.0000,0.761145
1207.0000,0.760854
1208.0000,0.762888
1209.0000,0.758047
1210.0000,0.763044
1211.0000,0.764907
1212.0000,0.761045
1213.0000,0.762564
1214.0000,0.763327
1215.0000,0.763427
1216.0000,0.762786
1217.0000,0.763845
1218.0000,0.760330
1219.0000,0.764263
1220.0000,0.759619
1221.0000,0.763640
1222.0000,0.763542
1223.0000,0.760761
1224.0000,0.762543
1225.0000,0.764923
1226.0000,0.764637
1227.0000,0.765832
1228.0000,0.765797
1229.0000,0.762284
1230.0000,0.762382
1231.0000,0.763429
1232.0000,0.764574
1233.0000,0.765813
1234.0000,0.765879
1235.0000,0.764750
1236.0000,0.765555
1237.0000,0.762658
1238.0000,0.763861
1239.0000,0.765261
1240.0000,0.765843
1241.0000,0.765735
1242.0000,0.766831
1243.0000,0.767082
1244.0000,0.765016
1245.0000,0.764037
1246.0000,0.770461
1247.0000,0.768172
1248.0000,0.765690
1249.0000,0.765407
1250.0000,0.769063
1251.0000,0.769575
1252.0000,0.769013
1253.0000,0.766757
1254.0000,0.771269
1255.0000,0.767624
1256.0000,0.769180
1257.0000,0.770367
1258.0000,0.767089
1259.0000,0.769509
1260.0000,0.770121
1261.0000,0.769162
1262.0000,0.771264
1263.0000,0.773104
1264.0000,0.771035
1265.0000,0.769151
1266.0000,0.770221
1267.0000,0.769747
1268.0000,0.772533
1269.0000,0.769723
1270.0000,0.767147
1271.0000,0.768066
1272.0000,0.770050
1273.0000,0.770870
1274.0000,0.768002
1275.0000,0.773277
1276.0000,0.772249
1277.0000,0.770992
1278.0000,0.773338
1279.0000,0.768078
1280.0000,0.771188
1281.0000,0.772170
1282.0000,0.772902
1283.0000,0.773742
1284.0000,0.772514
1285.0000,0.775538
1286.0000,0.771334
1287.0000,0.771238
1288.0000,0.771793
1289.0000,0.770663
1290.0000,0.771539
1291.0000,0.772133
1292.0000,0.772615
1293.0000,0.772990
1294.0000,0.773786
1295.0000,0.775969
1296.0000,0.774136
1297.0000,0.774624
1298.0000,0.772086
1299.0000,0.773469
1300.0000,0.774130
1301.0000,0.776276
1302.0000,0.773656
1303.0000,0.771961
1304.0000,0.776584
1305.0000,0.775183
1306.0000,0.775378
1307.0000,0.776139
1308.0000,0.771221
1309.0000,0.776295
1310.0000,0.775759
1311.0000,0.776540
1312.0000,0.773882
1313.0000,0.774793
1314.0000,0.776048
1315.0000,0.776500
1316.0000,0.778481
1317.0000,0.775982
1318.0000,0.775454
1319.0000,0.777908
1320.0000,0.775266
1321.0000,0.774309
1322.0000,0.776891
1323.0000,0.774553
1324.0000,0.775941
1325.0000,0.777979
1326.0000,0.779133
1327.0000,0.777073
1328.0000,0.779091
1329.0000,0.777560
1330.0000,0.777472
1331.0000,0.776112
1332.0000,0.777737
1333.0000,0.776266
1334.0000,0.779150
1335.0000,0.776667
1336.0000,0.776663
1337.0000,0.776961
1338.0000,0.774054
1339.0000,0.778681
1340.0000,0.777527
1341.0000,0.779670
1342.0000,0.778657
1343.0000,0.777694
1344.0000,0.776435
1345.0000,0.778716
1346.0000,0.777200
1347.0000,0.782087
1348.0000,0.777269
1349.0000,0.778708
1350.0000,0.780171
1351.0000,0.779946
1352.0000,0.776951
1353.0000,0.778835
1354.0000,0.780901
1355.0000,0.779908
1356.0000,0.780427
1357.0000,0.777356
1358.0000,0.778074
1359.0000,0.778179
1360.0000,0.781187
1361.0000,0.778374
1362.0000,0.777850
1363.0000,0.777065
1364.0000,0.775790
1365.0000,0.779778
1366.0000,0.780361
1367.0000,0.780219
1368.0000,0.779848
1369.0000,0.779501
1370.0000,0.778460
1371.0000,0.778864
1372.0000,0.780559
1373.0000,0.779535
1374.0000,0.780280
1375.0000,0.777601
1376.0000,0.777713
1377.0000,0.778645
1378.0000,0.778830
1379.0000,0.779261
1380.0000,0.779741
1381.0000,0.781439
1382.0000,0.774901
1383.0000,0.780756
1384.0000,0.779702
1385.0000,0.777863
1386.0000,0.775311
1387.0000,0.776392
1388.0000,0.776381
1389.0000,0.769752
1390.0000,0.771199
1391.0000,0.769836
1392.0000,0.764277
1393.0000,0.760533
1394.0000,0.756257
1395.0000,0.752871
1396.0000,0.744584
1397.0000,0.739557
1398.0000,0.731566
1399.0000,0.726722
1400.0000,0.720172
1401.0000,0.716131
1402.0000,0.705245
1403.0000,0.701544
1404.0000,0.696586
1405.0000,0.691275
1406.0000,0.689076
1407.0000,0.686117
1408.0000,0.688228
1409.0000,0.687217
1410.0000,0.688493
1411.0000,0.692326
1412.0000,0.696659
1413.0000,0.702006
1414.0000,0.708253
1415.0000,0.713172
1416.0000,0.721025
1417.0000,0.726044
1418.0000,0.733281
1419.0000,0.738925
1420.0000,0.745200
1421.0000,0.750117
1422.0000,0.755829
1423.0000,0.760385
1424.0000,0.761089
1425.0000,0.767570
1426.0000,0.770508
1427.0000,0.771450
1428.0000,0.773893
1429.0000,0.773810
1430.0000,0.777955
1431.0000,0.780212
1432.0000,0.777554
1433.0000,0.782730
1434.0000,0.779067
1435.0000,0.778561
1436.0000,0.776701
1437.0000,0.780632
1438.0000,0.777674
1439.0000,0.780975
1440.0000,0.778356
1441.0000,0.779448
1442.0000,0.780904
1443.0000,0.780843
1444.0000,0.782658
1445.0000,0.778878
1446.0000,0.780458
1447.0000,0.780143
1448.0000,0.781426
1449.0000,0.782087
1450.0000,0.782227
1451.0000,0.779505
1452.0000,0.780242
1453.0000,0.780086
1454.0000,0.780509
1455.0000,0.779724
1456.0000,0.779048
1457.0000,0.780519
1458.0000,0.778161
1459.0000,0.778824
1460.0000,0.780770
1461.0000,0.777720
1462.0000,0.780046
1463.0000,0.780443
1464.0000,0.780311
1465.0000,0.778332
1466.0000,0.779061
1467.0000,0.778806
1468.0000,0.778892
1469.0000,0.780788
1470.0000,0.777826
1471.0000,0.781565
1472.0000,0.780906
1473.0000,0.777549
1474.0000,0.778728
1475.0000,0.781207
1476.0000,0.779326
1477.0000,0.780879
1478.0000,0.778820
1479.0000,0.779234
1480.0000,0.780006
1481.0000,0.781524
1482.0000,0.779189
1483.0000,0.778911
1484.0000,0.780983
1485.0000,0.781577
1486.0000,0.777932
1487.0000,0.780473
1488.0000,0.779801
1489.0000,0.782349
1490.0000,0.780492
1491.0000,0.779412
1492.0000,0.776770
1493.0000,0.779935
1494.0000,0.779596
1495.0000,0.780170
1496.0000,0.779581
1497.0000,0.780607
1498.0000,0.780100
1499.0000,0.778962
1500.0000,0.779227
1501.0000,0.780831
1502.0000,0.776260
1503.0000,0.780418
1504.0000,0.780888
1505.0000,0.778491
1506.0000,0.780061
1507.0000,0.778259
1508.0000,0.779018
1509.0000,0.779585
1510.0000,0.776849
1511.0000,0.778453
1512.0000,0.777118
1513.0000,0.777642
1514.0000,0.776878
1515.0000,0.778621
1516.0000,0.778959
1517.0000,0.779347
1518.0000,0.780116
1519.0000,0.780283
1520.0000,0.778563
1521.0000,0.779289
1522.0000,0.777157
1523.0000,0.779998
1524.0000,0.778086
1525.0000,0.780052
1526.0000,0.777316
1527.0000,0.777000
1528.0000,0.776570
1529.0000,0.778314
1530.0000,0.778824
1531.0000,0.778112
1532.0000,0.778669
1533.0000,0.780023
1534.0000,0.778872
1535.0000,0.779112
1536.0000,0.778800
1537.0000,0.777210
1538.0000,0.779754
1539.0000,0.778760
1540.0000,0.777428
1541.0000,0.776915
1542.0000,0.778300
1543.0000,0.777461
1544.0000,0.778700
1545.0000,0.778421
1546.0000,0.779595
1547.0000,0.780510
1548.0000,0.776080
1549.0000,0.778379
